#x-axis,1,2
#second,Volt,Volt
+340.00E-06,+174.62311E-03,-596.73366E-03
+350.00E-06,+172.11055E-03,-582.91457E-03
+360.00E-06,+180.90452E-03,-592.96482E-03
+370.00E-06,+180.90452E-03,-589.19597E-03
+380.00E-06,+180.90452E-03,-618.09045E-03
+390.00E-06,+178.39196E-03,-623.11557E-03
+400.00E-06,+180.90452E-03,-603.01507E-03
+410.00E-06,+183.41708E-03,-605.52763E-03
+420.00E-06,+194.72362E-03,-623.11557E-03
+430.00E-06,+180.90452E-03,-614.32160E-03
+440.00E-06,+201.00502E-03,-611.80904E-03
+450.00E-06,+213.56784E-03,-595.47738E-03
+460.00E-06,+195.97990E-03,-597.98994E-03
+470.00E-06,+201.00502E-03,-603.01507E-03
+480.00E-06,+201.00502E-03,-603.01507E-03
+490.00E-06,+203.51759E-03,-605.52763E-03
+500.00E-06,+206.03015E-03,-616.83416E-03
+510.00E-06,+212.31156E-03,-610.55276E-03
+520.00E-06,+201.00502E-03,-603.01507E-03
+530.00E-06,+201.00502E-03,-623.11557E-03
+540.00E-06,+224.87437E-03,-603.01507E-03
+550.00E-06,+238.69346E-03,-584.17085E-03
+560.00E-06,+239.94975E-03,-582.91457E-03
+570.00E-06,+221.10553E-03,-603.01507E-03
+580.00E-06,+241.20603E-03,-596.73366E-03
+590.00E-06,+241.20603E-03,-594.22110E-03
+600.00E-06,+241.20603E-03,-592.96482E-03
+610.00E-06,+233.66834E-03,-615.57788E-03
+620.00E-06,+241.20603E-03,-591.70854E-03
+630.00E-06,+241.20603E-03,-603.01507E-03
+640.00E-06,+261.30653E-03,-623.11557E-03
+650.00E-06,+261.30653E-03,-623.11557E-03
+660.00E-06,+255.02512E-03,-616.83416E-03
+670.00E-06,+261.30653E-03,-610.55276E-03
+680.00E-06,+261.30653E-03,-603.01507E-03
+690.00E-06,+281.40703E-03,-603.01507E-03
+700.00E-06,+265.07537E-03,-603.01507E-03
+710.00E-06,+262.56281E-03,-600.50251E-03
+720.00E-06,+281.40703E-03,-603.01507E-03
+730.00E-06,+261.30653E-03,-603.01507E-03
+740.00E-06,+295.22613E-03,-603.01507E-03
+750.00E-06,+272.61306E-03,-623.11557E-03
+760.00E-06,+270.10050E-03,-611.80904E-03
+770.00E-06,+293.96985E-03,-609.29648E-03
+780.00E-06,+291.45728E-03,-623.11557E-03
+790.00E-06,+281.40703E-03,-584.17085E-03
+800.00E-06,+301.50753E-03,-603.01507E-03
+810.00E-06,+281.40703E-03,-603.01507E-03
+820.00E-06,+301.50753E-03,-587.93969E-03
+830.00E-06,+288.94472E-03,-603.01507E-03
+840.00E-06,+311.55779E-03,-591.70854E-03
+850.00E-06,+295.22613E-03,-589.19597E-03
+860.00E-06,+321.60804E-03,-603.01507E-03
+870.00E-06,+301.50753E-03,-604.27135E-03
+880.00E-06,+320.35176E-03,-623.11557E-03
+890.00E-06,+317.83919E-03,-608.04019E-03
+900.00E-06,+321.60804E-03,-623.11557E-03
+910.00E-06,+329.14573E-03,-614.32160E-03
+920.00E-06,+321.60804E-03,-591.70854E-03
+930.00E-06,+321.60804E-03,-603.01507E-03
+940.00E-06,+321.60804E-03,-582.91457E-03
+950.00E-06,+339.19598E-03,-582.91457E-03
+960.00E-06,+321.60804E-03,-582.91457E-03
+970.00E-06,+341.70854E-03,-603.01507E-03
+980.00E-06,+341.70854E-03,-608.04019E-03
+990.00E-06,+341.70854E-03,-623.11557E-03
+1.00000E-03,+350.50251E-03,-623.11557E-03
+1.01000E-03,+361.80904E-03,-643.21607E-03
+1.02000E-03,+356.78392E-03,-623.11557E-03
+1.03000E-03,+359.29648E-03,-603.01507E-03
+1.04000E-03,+361.80904E-03,-603.01507E-03
+1.05000E-03,+358.04020E-03,-585.42713E-03
+1.06000E-03,+361.80904E-03,-582.91457E-03
+1.07000E-03,+361.80904E-03,-582.91457E-03
+1.08000E-03,+361.80904E-03,-623.11557E-03
+1.09000E-03,+368.09045E-03,-623.11557E-03
+1.10000E-03,+376.88442E-03,-633.16582E-03
+1.11000E-03,+396.98492E-03,-624.37185E-03
+1.12000E-03,+381.90954E-03,-623.11557E-03
+1.13000E-03,+381.90954E-03,-603.01507E-03
+1.14000E-03,+395.72864E-03,-587.93969E-03
+1.15000E-03,+389.44723E-03,-594.22110E-03
+1.16000E-03,+402.01005E-03,-591.70854E-03
+1.17000E-03,+402.01005E-03,-595.47738E-03
+1.18000E-03,+402.01005E-03,-582.91457E-03
+1.19000E-03,+402.01005E-03,-603.01507E-03
+1.20000E-03,+402.01005E-03,-623.11557E-03
+1.21000E-03,+404.52261E-03,-623.11557E-03
+1.22000E-03,+422.11055E-03,-636.93467E-03
+1.23000E-03,+409.54773E-03,-623.11557E-03
+1.24000E-03,+410.80402E-03,-623.11557E-03
+1.25000E-03,+422.11055E-03,-609.29648E-03
+1.26000E-03,+437.18592E-03,-597.98994E-03
+1.27000E-03,+422.11055E-03,-600.50251E-03
+1.28000E-03,+422.11055E-03,-582.91457E-03
+1.29000E-03,+438.44221E-03,-603.01507E-03
+1.30000E-03,+427.13567E-03,-592.96482E-03
+1.31000E-03,+442.21105E-03,-614.32160E-03
+1.32000E-03,+442.21105E-03,-643.21607E-03
+1.33000E-03,+454.77386E-03,-623.11557E-03
+1.34000E-03,+442.21105E-03,-638.19095E-03
+1.35000E-03,+442.21105E-03,-604.27135E-03
+1.36000E-03,+442.21105E-03,-582.91457E-03
+1.37000E-03,+444.72361E-03,-582.91457E-03
+1.38000E-03,+447.23618E-03,-587.93969E-03
+1.39000E-03,+449.74874E-03,-582.91457E-03
+1.40000E-03,+451.00502E-03,-592.96482E-03
+1.41000E-03,+462.31155E-03,-603.01507E-03
+1.42000E-03,+462.31155E-03,-603.01507E-03
+1.43000E-03,+462.31155E-03,-623.11557E-03
+1.44000E-03,+481.15577E-03,-623.11557E-03
+1.45000E-03,+462.31155E-03,-623.11557E-03
+1.46000E-03,+462.31155E-03,-628.14070E-03
+1.47000E-03,+482.41206E-03,-597.98994E-03
+1.48000E-03,+482.41206E-03,-611.80904E-03
+1.49000E-03,+502.51256E-03,-595.47738E-03
+1.50000E-03,+497.48743E-03,-597.98994E-03
+1.51000E-03,+462.31155E-03,-600.50251E-03
+1.52000E-03,+501.25628E-03,-603.01507E-03
+1.53000E-03,+498.74371E-03,-603.01507E-03
+1.54000E-03,+502.51256E-03,-623.11557E-03
+1.55000E-03,+493.71859E-03,-623.11557E-03
+1.56000E-03,+502.51256E-03,-621.85929E-03
+1.57000E-03,+515.07537E-03,-623.11557E-03
+1.58000E-03,+517.58793E-03,-606.78391E-03
+1.59000E-03,+502.51256E-03,-603.01507E-03
+1.60000E-03,+502.51256E-03,-603.01507E-03
+1.61000E-03,+522.61306E-03,-619.34673E-03
+1.62000E-03,+522.61306E-03,-582.91457E-03
+1.63000E-03,+513.81909E-03,-590.45225E-03
+1.64000E-03,+531.40703E-03,-582.91457E-03
+1.65000E-03,+535.17587E-03,-595.47738E-03
+1.66000E-03,+517.58793E-03,-618.09045E-03
+1.67000E-03,+540.20100E-03,-623.11557E-03
+1.68000E-03,+522.61306E-03,-623.11557E-03
+1.69000E-03,+538.94472E-03,-623.11557E-03
+1.70000E-03,+527.63819E-03,-623.11557E-03
+1.71000E-03,+530.15075E-03,-603.01507E-03
+1.72000E-03,+532.66331E-03,-611.80904E-03
+1.73000E-03,+562.81406E-03,-609.29648E-03
+1.74000E-03,+557.78894E-03,-603.01507E-03
+1.75000E-03,+562.81406E-03,-604.27135E-03
+1.76000E-03,+562.81406E-03,-582.91457E-03
+1.77000E-03,+545.22612E-03,-603.01507E-03
+1.78000E-03,+556.53266E-03,-603.01507E-03
+1.79000E-03,+566.58291E-03,-603.01507E-03
+1.80000E-03,+572.86432E-03,-603.01507E-03
+1.81000E-03,+562.81406E-03,-635.67839E-03
+1.82000E-03,+582.91457E-03,-623.11557E-03
+1.83000E-03,+582.91457E-03,-620.60301E-03
+1.84000E-03,+582.91457E-03,-623.11557E-03
+1.85000E-03,+565.32663E-03,-623.11557E-03
+1.86000E-03,+587.93969E-03,-603.01507E-03
+1.87000E-03,+582.91457E-03,-590.45225E-03
+1.88000E-03,+582.91457E-03,-592.96482E-03
+1.89000E-03,+589.19597E-03,-582.91457E-03
+1.90000E-03,+582.91457E-03,-603.01507E-03
+1.91000E-03,+618.09045E-03,-620.60301E-03
+1.92000E-03,+603.01507E-03,-623.11557E-03
+1.93000E-03,+603.01507E-03,-643.21607E-03
+1.94000E-03,+603.01507E-03,-628.14070E-03
+1.95000E-03,+610.55276E-03,-623.11557E-03
+1.96000E-03,+611.80904E-03,-611.80904E-03
+1.97000E-03,+609.29648E-03,-615.57788E-03
+1.98000E-03,+618.09045E-03,-603.01507E-03
+1.99000E-03,+620.60301E-03,-584.17085E-03
+2.00000E-03,+623.11557E-03,-603.01507E-03
+2.01000E-03,+625.62813E-03,-582.91457E-03
+2.02000E-03,+623.11557E-03,-596.73366E-03
+2.03000E-03,+630.65326E-03,-603.01507E-03
+2.04000E-03,+631.90954E-03,-623.11557E-03
+2.05000E-03,+629.39698E-03,-603.01507E-03
+2.06000E-03,+643.21607E-03,-606.78391E-03
+2.07000E-03,+624.37185E-03,-623.11557E-03
+2.08000E-03,+643.21607E-03,-623.11557E-03
+2.09000E-03,+659.54773E-03,-623.11557E-03
+2.10000E-03,+643.21607E-03,-616.83416E-03
+2.11000E-03,+643.21607E-03,-603.01507E-03
+2.12000E-03,+663.31658E-03,-603.01507E-03
+2.13000E-03,+655.77889E-03,-616.83416E-03
+2.14000E-03,+663.31658E-03,-603.01507E-03
+2.15000E-03,+644.47235E-03,-604.27135E-03
+2.16000E-03,+682.16080E-03,-582.91457E-03
+2.17000E-03,+683.41708E-03,-623.11557E-03
+2.18000E-03,+663.31658E-03,-608.04019E-03
+2.19000E-03,+683.41708E-03,-610.55276E-03
+2.20000E-03,+672.11055E-03,-611.80904E-03
+2.21000E-03,+675.87939E-03,-584.17085E-03
+2.22000E-03,+667.08542E-03,-246.23115E-03
+2.23000E-03,+684.67336E-03,+239.94975E-03
+2.24000E-03,+682.16080E-03,+806.53265E-03
+2.25000E-03,+679.64823E-03,+1.30653265E+00
+2.26000E-03,+663.31658E-03,+1.55778893E+00
+2.27000E-03,+663.31658E-03,+1.50753767E+00
+2.28000E-03,+652.01004E-03,+1.13316582E+00
+2.29000E-03,+649.49748E-03,+606.78391E-03
+2.30000E-03,+643.21607E-03,+90.45226E-03
+2.31000E-03,+663.31658E-03,-216.08040E-03
+2.32000E-03,+662.06029E-03,-360.55276E-03
+2.33000E-03,+659.54773E-03,-183.41708E-03
+2.34000E-03,+636.93467E-03,+198.49246E-03
+2.35000E-03,+643.21607E-03,+689.69849E-03
+2.36000E-03,+633.16582E-03,+1.09547738E+00
+2.37000E-03,+623.11557E-03,+1.29145727E+00
+2.38000E-03,+638.19095E-03,+1.34673365E+00
+2.39000E-03,+643.21607E-03,+1.17336682E+00
+2.40000E-03,+641.95979E-03,+760.05024E-03
+2.41000E-03,+623.11557E-03,+351.75879E-03
+2.42000E-03,+623.11557E-03,+7.53769E-03
+2.43000E-03,+623.11557E-03,-148.24120E-03
+2.44000E-03,+603.01507E-03,-77.88945E-03
+2.45000E-03,+615.57788E-03,+190.95477E-03
+2.46000E-03,+603.01507E-03,+538.94472E-03
+2.47000E-03,+623.11557E-03,+907.03517E-03
+2.48000E-03,+603.01507E-03,+1.12562813E+00
+2.49000E-03,+605.52763E-03,+1.21984923E+00
+2.50000E-03,+603.01507E-03,+1.06909547E+00
+2.51000E-03,+603.01507E-03,+820.35175E-03
+2.52000E-03,+592.96482E-03,+471.10552E-03
+2.53000E-03,+589.19597E-03,+195.97990E-03
+2.54000E-03,+582.91457E-03,+8.79397E-03
+2.55000E-03,+582.91457E-03,+32.66332E-03
+2.56000E-03,+582.91457E-03,+201.00502E-03
+2.57000E-03,+582.91457E-03,+456.03015E-03
+2.58000E-03,+582.91457E-03,+714.82411E-03
+2.59000E-03,+582.91457E-03,+984.92461E-03
+2.60000E-03,+582.91457E-03,+1.04522612E+00
+2.61000E-03,+575.37688E-03,+1.01884421E+00
+2.62000E-03,+562.81406E-03,+841.70853E-03
+2.63000E-03,+582.91457E-03,+552.76381E-03
+2.64000E-03,+542.71356E-03,+319.09547E-03
+2.65000E-03,+542.71356E-03,+177.13568E-03
+2.66000E-03,+547.73869E-03,+134.42211E-03
+2.67000E-03,+550.25125E-03,+223.61809E-03
+2.68000E-03,+552.76381E-03,+393.21608E-03
+2.69000E-03,+522.61306E-03,+634.42210E-03
+2.70000E-03,+542.71356E-03,+845.47738E-03
+2.71000E-03,+542.71356E-03,+944.72361E-03
+2.72000E-03,+542.71356E-03,+943.46733E-03
+2.73000E-03,+525.12562E-03,+811.55778E-03
+2.74000E-03,+522.61306E-03,+636.93467E-03
+2.75000E-03,+522.61306E-03,+418.34170E-03
+2.76000E-03,+531.40703E-03,+250.00000E-03
+2.77000E-03,+528.89447E-03,+213.56784E-03
+2.78000E-03,+506.28140E-03,+271.35678E-03
+2.79000E-03,+502.51256E-03,+413.31658E-03
+2.80000E-03,+502.51256E-03,+562.81406E-03
+2.81000E-03,+502.51256E-03,+768.84421E-03
+2.82000E-03,+516.33165E-03,+874.37185E-03
+2.83000E-03,+502.51256E-03,+891.95979E-03
+2.84000E-03,+502.51256E-03,+804.02009E-03
+2.85000E-03,+502.51256E-03,+684.67336E-03
+2.86000E-03,+486.18090E-03,+496.23115E-03
+2.87000E-03,+482.41206E-03,+368.09045E-03
+2.88000E-03,+501.25628E-03,+281.40703E-03
+2.89000E-03,+482.41206E-03,+283.91959E-03
+2.90000E-03,+476.13065E-03,+383.16583E-03
+2.91000E-03,+469.84924E-03,+550.25125E-03
+2.92000E-03,+482.41206E-03,+673.36683E-03
+2.93000E-03,+474.87437E-03,+776.38190E-03
+2.94000E-03,+466.08040E-03,+807.78894E-03
+2.95000E-03,+479.89949E-03,+765.07537E-03
+2.96000E-03,+462.31155E-03,+682.16080E-03
+2.97000E-03,+482.41206E-03,+538.94472E-03
+2.98000E-03,+476.13065E-03,+415.82914E-03
+2.99000E-03,+462.31155E-03,+361.80904E-03
+3.00000E-03,+462.31155E-03,+351.75879E-03
+3.01000E-03,+468.59296E-03,+419.59799E-03
+3.02000E-03,+445.97989E-03,+507.53768E-03
+3.03000E-03,+462.31155E-03,+623.11557E-03
+3.04000E-03,+442.21105E-03,+723.61808E-03
+3.05000E-03,+462.31155E-03,+780.15075E-03
+3.06000E-03,+456.03015E-03,+752.51255E-03
+3.07000E-03,+462.31155E-03,+703.51758E-03
+3.08000E-03,+442.21105E-03,+571.60803E-03
+3.09000E-03,+442.21105E-03,+483.66834E-03
+3.10000E-03,+442.21105E-03,+402.01005E-03
+3.11000E-03,+439.69849E-03,+399.49748E-03
+3.12000E-03,+422.11055E-03,+422.11055E-03
+3.13000E-03,+404.52261E-03,+484.92462E-03
+3.14000E-03,+435.92964E-03,+557.78894E-03
+3.15000E-03,+422.11055E-03,+650.75376E-03
+3.16000E-03,+422.11055E-03,+713.56783E-03
+3.17000E-03,+422.11055E-03,+723.61808E-03
+3.18000E-03,+422.11055E-03,+660.80401E-03
+3.19000E-03,+419.59799E-03,+623.11557E-03
+3.20000E-03,+402.01005E-03,+541.45728E-03
+3.21000E-03,+404.52261E-03,+462.31155E-03
+3.22000E-03,+402.01005E-03,+435.92964E-03
+3.23000E-03,+389.44723E-03,+429.64824E-03
+3.24000E-03,+402.01005E-03,+482.41206E-03
+3.25000E-03,+402.01005E-03,+562.81406E-03
+3.26000E-03,+402.01005E-03,+623.11557E-03
+3.27000E-03,+381.90954E-03,+678.39195E-03
+3.28000E-03,+361.80904E-03,+683.41708E-03
+3.29000E-03,+381.90954E-03,+679.64823E-03
+3.30000E-03,+381.90954E-03,+631.90954E-03
+3.31000E-03,+381.90954E-03,+562.81406E-03
+3.32000E-03,+371.85929E-03,+492.46231E-03
+3.33000E-03,+374.37186E-03,+462.31155E-03
+3.34000E-03,+376.88442E-03,+482.41206E-03
+3.35000E-03,+363.06532E-03,+483.66834E-03
+3.36000E-03,+361.80904E-03,+542.71356E-03
+3.37000E-03,+361.80904E-03,+585.42713E-03
+3.38000E-03,+361.80904E-03,+628.14070E-03
+3.39000E-03,+361.80904E-03,+663.31658E-03
+3.40000E-03,+351.75879E-03,+663.31658E-03
+3.41000E-03,+341.70854E-03,+635.67839E-03
+3.42000E-03,+356.78392E-03,+566.58291E-03
+3.43000E-03,+342.96482E-03,+542.71356E-03
+3.44000E-03,+321.60804E-03,+502.51256E-03
+3.45000E-03,+341.70854E-03,+482.41206E-03
+3.46000E-03,+355.52763E-03,+507.53768E-03
+3.47000E-03,+321.60804E-03,+542.71356E-03
+3.48000E-03,+341.70854E-03,+592.96482E-03
+3.49000E-03,+321.60804E-03,+609.29648E-03
+3.50000E-03,+321.60804E-03,+658.29145E-03
+3.51000E-03,+339.19598E-03,+640.70351E-03
+3.52000E-03,+320.35176E-03,+621.85929E-03
+3.53000E-03,+306.53266E-03,+562.81406E-03
+3.54000E-03,+315.32663E-03,+542.71356E-03
+3.55000E-03,+312.81407E-03,+533.91959E-03
+3.56000E-03,+310.30150E-03,+502.51256E-03
+3.57000E-03,+314.07035E-03,+522.61306E-03
+3.58000E-03,+281.40703E-03,+537.68844E-03
+3.59000E-03,+298.99497E-03,+580.40200E-03
+3.60000E-03,+301.50753E-03,+603.01507E-03
+3.61000E-03,+297.73869E-03,+605.52763E-03
+3.62000E-03,+295.22613E-03,+636.93467E-03
+3.63000E-03,+292.71356E-03,+603.01507E-03
+3.64000E-03,+281.40703E-03,+582.91457E-03
+3.65000E-03,+281.40703E-03,+562.81406E-03
+3.66000E-03,+285.17588E-03,+526.38190E-03
+3.67000E-03,+281.40703E-03,+540.20100E-03
+3.68000E-03,+280.15075E-03,+502.51256E-03
+3.69000E-03,+277.63819E-03,+522.61306E-03
+3.70000E-03,+251.25628E-03,+562.81406E-03
+3.71000E-03,+261.30653E-03,+582.91457E-03
+3.72000E-03,+250.00000E-03,+623.11557E-03
+3.73000E-03,+261.30653E-03,+623.11557E-03
+3.74000E-03,+276.38191E-03,+606.78391E-03
+3.75000E-03,+241.20603E-03,+584.17085E-03
+3.76000E-03,+241.20603E-03,+562.81406E-03
+3.77000E-03,+261.30653E-03,+525.12562E-03
+3.78000E-03,+246.23115E-03,+522.61306E-03
+3.79000E-03,+244.97487E-03,+542.71356E-03
+3.80000E-03,+241.20603E-03,+542.71356E-03
+3.81000E-03,+227.38693E-03,+548.99497E-03
+3.82000E-03,+224.87437E-03,+582.91457E-03
+3.83000E-03,+241.20603E-03,+584.17085E-03
+3.84000E-03,+239.94975E-03,+601.75879E-03
+3.85000E-03,+223.61809E-03,+619.34673E-03
+3.86000E-03,+214.82412E-03,+582.91457E-03
+3.87000E-03,+224.87437E-03,+554.02009E-03
+3.88000E-03,+219.84924E-03,+551.50753E-03
+3.89000E-03,+221.10553E-03,+562.81406E-03
+3.90000E-03,+216.08040E-03,+542.71356E-03
+3.91000E-03,+218.59296E-03,+542.71356E-03
+3.92000E-03,+219.84924E-03,+562.81406E-03
+3.93000E-03,+217.33668E-03,+582.91457E-03
+3.94000E-03,+206.03015E-03,+603.01507E-03
+3.95000E-03,+208.54271E-03,+594.22110E-03
+3.96000E-03,+209.79899E-03,+591.70854E-03
+3.97000E-03,+201.00502E-03,+582.91457E-03
+3.98000E-03,+211.05527E-03,+562.81406E-03
+3.99000E-03,+198.49246E-03,+543.96984E-03
+4.00000E-03,+180.90452E-03,+561.55778E-03
+4.01000E-03,+180.90452E-03,+562.81406E-03
+4.02000E-03,+180.90452E-03,+567.83919E-03
+4.03000E-03,+188.44221E-03,+577.88944E-03
+4.04000E-03,+169.59799E-03,+571.60803E-03
+4.05000E-03,+167.08543E-03,+603.01507E-03
+4.06000E-03,+180.90452E-03,+586.68341E-03
+4.07000E-03,+178.39196E-03,+603.01507E-03
+4.08000E-03,+179.64824E-03,+562.81406E-03
+4.09000E-03,+180.90452E-03,+562.81406E-03
+4.10000E-03,+160.80402E-03,+527.63819E-03
+4.11000E-03,+160.80402E-03,+530.15075E-03
+4.12000E-03,+160.80402E-03,+542.71356E-03
+4.13000E-03,+165.82914E-03,+556.53266E-03
+4.14000E-03,+155.77889E-03,+577.88944E-03
+4.15000E-03,+140.70352E-03,+580.40200E-03
+4.16000E-03,+140.70352E-03,+621.85929E-03
+4.17000E-03,+157.03517E-03,+605.52763E-03
+4.18000E-03,+140.70352E-03,+587.93969E-03
+4.19000E-03,+140.70352E-03,+582.91457E-03
+4.20000E-03,+140.70352E-03,+572.86432E-03
+4.21000E-03,+133.16583E-03,+548.99497E-03
+4.22000E-03,+140.70352E-03,+557.78894E-03
+4.23000E-03,+121.85930E-03,+542.71356E-03
+4.24000E-03,+139.44723E-03,+522.61306E-03
+4.25000E-03,+120.60301E-03,+545.22612E-03
+4.26000E-03,+120.60301E-03,+562.81406E-03
+4.27000E-03,+120.60301E-03,+574.12060E-03
+4.28000E-03,+129.39698E-03,+582.91457E-03
+4.29000E-03,+120.60301E-03,+589.19597E-03
+4.30000E-03,+100.50251E-03,+582.91457E-03
+4.31000E-03,+101.75879E-03,+564.07035E-03
+4.32000E-03,+100.50251E-03,+562.81406E-03
+4.33000E-03,+100.50251E-03,+576.63316E-03
+4.34000E-03,+94.22110E-03,+542.71356E-03
+4.35000E-03,+100.50251E-03,+542.71356E-03
+4.36000E-03,+80.40201E-03,+532.66331E-03
+4.37000E-03,+92.96482E-03,+575.37688E-03
+4.38000E-03,+84.17085E-03,+582.91457E-03
+4.39000E-03,+80.40201E-03,+603.01507E-03
+4.40000E-03,+79.14573E-03,+603.01507E-03
+4.41000E-03,+80.40201E-03,+605.52763E-03
+4.42000E-03,+80.40201E-03,+582.91457E-03
+4.43000E-03,+60.30151E-03,+574.12060E-03
+4.44000E-03,+50.25126E-03,+562.81406E-03
+4.45000E-03,+60.30151E-03,+542.71356E-03
+4.46000E-03,+64.07035E-03,+537.68844E-03
+4.47000E-03,+77.88945E-03,+522.61306E-03
+4.48000E-03,+60.30151E-03,+581.65829E-03
+4.49000E-03,+42.71357E-03,+562.81406E-03
+4.50000E-03,+60.30151E-03,+567.83919E-03
+4.51000E-03,+47.73869E-03,+570.35175E-03
+4.52000E-03,+60.30151E-03,+591.70854E-03
+4.53000E-03,+45.22613E-03,+595.47738E-03
+4.54000E-03,+40.20100E-03,+582.91457E-03
+4.55000E-03,+40.20100E-03,+603.01507E-03
+4.56000E-03,+40.20100E-03,+562.81406E-03
+4.57000E-03,+40.20100E-03,+542.71356E-03
+4.58000E-03,+40.20100E-03,+547.73869E-03
+4.59000E-03,+31.40703E-03,+562.81406E-03
+4.60000E-03,+30.15075E-03,+551.50753E-03
+4.61000E-03,+26.38191E-03,+562.81406E-03
+4.62000E-03,+20.10050E-03,+582.91457E-03
+4.63000E-03,+35.17588E-03,+564.07035E-03
+4.64000E-03,+20.10050E-03,+603.01507E-03
+4.65000E-03,+20.10050E-03,+585.42713E-03
+4.66000E-03,+20.10050E-03,+587.93969E-03
+4.67000E-03,+7.53769E-03,+582.91457E-03
+4.68000E-03,+20.10050E-03,+562.81406E-03
+4.69000E-03,+12.56281E-03,+528.89447E-03
+4.70000E-03,+20.10050E-03,+542.71356E-03
+4.71000E-03,+0.0E+00,+562.81406E-03
+4.72000E-03,-20.10050E-03,+561.55778E-03
+4.73000E-03,+0.0E+00,+545.22612E-03
+4.74000E-03,+0.0E+00,+562.81406E-03
+4.75000E-03,-20.10050E-03,+577.88944E-03
+4.76000E-03,-8.79397E-03,+562.81406E-03
+4.77000E-03,-12.56281E-03,+582.91457E-03
+4.78000E-03,-3.76884E-03,+582.91457E-03
+4.79000E-03,-20.10050E-03,+564.07035E-03
+4.80000E-03,-20.10050E-03,+562.81406E-03
+4.81000E-03,-20.10050E-03,+562.81406E-03
+4.82000E-03,-40.20100E-03,+547.73869E-03
+4.83000E-03,-40.20100E-03,+554.02009E-03
+4.84000E-03,-30.15075E-03,+552.76381E-03
+4.85000E-03,-32.66332E-03,+562.81406E-03
+4.86000E-03,-43.96985E-03,+562.81406E-03
+4.87000E-03,-40.20100E-03,+562.81406E-03
+4.88000E-03,-40.20100E-03,+582.91457E-03
+4.89000E-03,-40.20100E-03,+582.91457E-03
+4.90000E-03,-60.30151E-03,+596.73366E-03
+4.91000E-03,-71.60804E-03,+582.91457E-03
+4.92000E-03,-60.30151E-03,+571.60803E-03
+4.93000E-03,-72.86432E-03,+575.37688E-03
+4.94000E-03,-60.30151E-03,+582.91457E-03
+4.95000E-03,-60.30151E-03,+562.81406E-03
+4.96000E-03,-99.24623E-03,+562.81406E-03
+4.97000E-03,-65.32663E-03,+562.81406E-03
+4.98000E-03,-80.40201E-03,+567.83919E-03
+4.99000E-03,-67.83920E-03,+570.35175E-03
+5.00000E-03,-80.40201E-03,+582.91457E-03
+5.01000E-03,-80.40201E-03,+575.37688E-03
+5.02000E-03,-84.17085E-03,+577.88944E-03
+5.03000E-03,-100.50251E-03,+580.40200E-03
+5.04000E-03,-99.24623E-03,+582.91457E-03
+5.05000E-03,-96.73367E-03,+579.14572E-03
+5.06000E-03,-100.50251E-03,+547.73869E-03
+5.07000E-03,-100.50251E-03,+550.25125E-03
+5.08000E-03,-100.50251E-03,+571.60803E-03
+5.09000E-03,-106.78392E-03,+562.81406E-03
+5.10000E-03,-100.50251E-03,+562.81406E-03
+5.11000E-03,-120.60301E-03,+580.40200E-03
+5.12000E-03,-120.60301E-03,+582.91457E-03
+5.13000E-03,-123.11558E-03,+582.91457E-03
+5.14000E-03,-134.42211E-03,+576.63316E-03
+5.15000E-03,-128.14070E-03,+574.12060E-03
+5.16000E-03,-119.34673E-03,+552.76381E-03
+5.17000E-03,-133.16583E-03,+562.81406E-03
+5.18000E-03,-155.77889E-03,+562.81406E-03
+5.19000E-03,-121.85930E-03,+580.40200E-03
+5.20000E-03,-140.70352E-03,+582.91457E-03
+5.21000E-03,-140.70352E-03,+579.14572E-03
+5.22000E-03,-140.70352E-03,+576.63316E-03
+5.23000E-03,-148.24120E-03,+586.68341E-03
+5.24000E-03,-149.49749E-03,+582.91457E-03
+5.25000E-03,-160.80402E-03,+569.09547E-03
+5.26000E-03,-140.70352E-03,+577.88944E-03
+5.27000E-03,-158.29146E-03,+543.96984E-03
+5.28000E-03,-180.90452E-03,+562.81406E-03
+5.29000E-03,-160.80402E-03,+579.14572E-03
+5.30000E-03,-160.80402E-03,+576.63316E-03
+5.31000E-03,-152.01005E-03,+566.58291E-03
+5.32000E-03,-160.80402E-03,+571.60803E-03
+5.33000E-03,-180.90452E-03,+582.91457E-03
+5.34000E-03,-160.80402E-03,+582.91457E-03
+5.35000E-03,-162.06030E-03,+584.17085E-03
+5.36000E-03,-180.90452E-03,+582.91457E-03
+5.37000E-03,-201.00502E-03,+565.32663E-03
+5.38000E-03,-180.90452E-03,+576.63316E-03
+5.39000E-03,-175.87940E-03,+554.02009E-03
+5.40000E-03,-169.59799E-03,+562.81406E-03
+5.41000E-03,-193.46733E-03,+575.37688E-03
+5.42000E-03,-195.97990E-03,+562.81406E-03
+5.43000E-03,-201.00502E-03,+582.91457E-03
+5.44000E-03,-201.00502E-03,+562.81406E-03
+5.45000E-03,-201.00502E-03,+565.32663E-03
+5.46000E-03,-206.03015E-03,+562.81406E-03
+5.47000E-03,-221.10553E-03,+562.81406E-03
+5.48000E-03,-209.79899E-03,+571.60803E-03
+5.49000E-03,-213.56784E-03,+562.81406E-03
+5.50000E-03,-216.08040E-03,+557.78894E-03
+5.51000E-03,-221.10553E-03,+562.81406E-03
+5.52000E-03,-221.10553E-03,+542.71356E-03
